"theme_l1";"theme_l2";"theme_l3";"concept_text_long";"item_name";"variable_label";"source";"measure_wave";"suf_index";"data_collection_a";"mode_a";"item_id";"item_version";"concept_id";"concept_version";"sort_id"
Self;Non-cognitive factors;Motivational concepts;Dispositional interest;intsubj2;Important to understand things in math class (Dispositional interest);Baumert et al. (2008);"0";Wave-specific;Base (BQ);CASI;252;131;14;52;"70101012890                   "
Self;Non-cognitive factors;Motivational concepts;Dispositional interest;intsubj3;Important for me to do well in math class (Dispositional interest);Baumert et al. (2008);"0";Wave-specific;Base (BQ);CASI;216;610;14;52;"70101012900                   "
Self;Non-cognitive factors;Motivational concepts;Dispositional interest;intsubj4;Do not notice time fly by while solving match problems (Dispositional interest);Baumert et al. (2008);"0";Wave-specific;Base (BQ);CASI;218;627;14;52;"70101012910                   "
Self;Non-cognitive factors;Motivational concepts;Dispositional interest;intsubj5;Willing to learn new things in math (Dispositional interest);Baumert et al. (2008);"0";Wave-specific;Base (BQ);CASI;253;139;14;52;"70101012920                   "
Self;Non-cognitive factors;Motivational concepts;Dispositional interest;intsubj6;Math one of the more interesting subjects in school (Dispositional interest);Baumert et al. (2008);"0";Wave-specific;Base (BQ);CASI;275;275;14;52;"70101012930                   "
Self;Non-cognitive factors;Motivational concepts;Identified motivation (mathematics) [End of lower sec. educ., math-specific];instrumot_fs;Identified motivation (mathematics);PISA 2000;"0";Wave-specific;Base (BQ);CASI;113;564;99;162;"70101012940                   "
Self;Non-cognitive factors;Motivational concepts;Identified motivation (mathematics);instrumot1;Math effort worthwile for later occupation (Identified motivation (mathematics));PISA 2012;"0";Wave-specific;Base (BQ);CASI;247;128;181;190;"70101012950                   "
Self;Non-cognitive factors;Motivational concepts;Identified motivation (mathematics);instrumot2;Math important for later education (Identified motivation (mathematics));PISA 2012;"0";Wave-specific;Base (BQ);CASI;248;129;181;190;"70101012960                   "
Self;Non-cognitive factors;Motivational concepts;Identified motivation (mathematics);instrumot3;Math effort worthwile for later job (Identified motivation (mathematics));PISA 2012;"0";Wave-specific;Base (BQ);CASI;26;431;181;190;"70101012970                   "
Self;Non-cognitive factors;Motivational concepts;Identified motivation (mathematics);instrumot4;Math worthwile for career prospects (Identified motivation (mathematics));PISA 2012;"0";Wave-specific;Base (BQ);CASI;666;262;181;190;"70101012980                   "
Self;Non-cognitive factors;Motivational concepts;Job motivation;affil;Interest in career requiring mathematic skills (Job motivation);Girnat (2017);"0";Wave-specific;Base (BQ);CASI;261;340;166;176;"70101012990                   "
Self;Non-cognitive factors;Motivational concepts;External motivation regulation;extreg_fs;External motivation regulation;Ryan and Connell (1989);"0";Wave-specific;Base (BQ);CASI;54;486;102;164;"70101013000                   "
Self;Non-cognitive factors;Motivational concepts;External motivation regulation;extreg1;Study math because I want to (External motivation regulation);Ryan and Connell (1989);"0";Wave-specific;Base (BQ);CASI;264;226;102;164;"70101013010                   "
Self;Non-cognitive factors;Motivational concepts;External motivation regulation;extreg2;Study math to avoid being scolded by teacher (External motivation regulation);Ryan and Connell (1989);"0";Wave-specific;Base (BQ);CASI;720;677;102;164;"70101013020                   "
Self;Non-cognitive factors;Motivational concepts;External motivation regulation;extreg3;Study math to avoid being scolded by parents (External motivation regulation);Ryan and Connell (1989);"0";Wave-specific;Base (BQ);CASI;501;221;102;164;"70101013030                   "
Self;Non-cognitive factors;Motivational concepts;External motivation regulation;extreg4;Study math to avoid trouble (External motivation regulation);Ryan and Connell (1989);"0";Wave-specific;Base (BQ);CASI;254;138;102;164;"70101013040                   "
Self;Non-cognitive factors;Motivational concepts;External motivation regulation;extreg5;Study math to be praised by our teachers (External motivation regulation);Ryan and Connell (1989);"0";Wave-specific;Base (BQ);CASI;321;121;102;164;"70101013050                   "
Self;Non-cognitive factors;Motivational concepts;External motivation regulation;extreg6;Study math to get good marks (External motivation regulation);Ryan and Connell (1989);"0";Wave-specific;Base (BQ);CASI;269;239;102;164;"70101013060                   "
Self;Non-cognitive factors;Motivational concepts;Classroom participation;engage_fs;Classroom participation;"Eder (1995); Eder (2007)";"0";Wave-specific;Base (BQ);CASI;53;485;154;170;"70101013070                   "
Self;Non-cognitive factors;Motivational concepts;Classroom participation;engage1;Participate actively in math class (Classroom participation);"Eder (1995); Eder (2007)";"0";Wave-specific;Base (BQ);CASI;694;672;154;170;"70101013080                   "
Self;Non-cognitive factors;Motivational concepts;Classroom participation;engage2;Pay close attention during math class (Classroom participation);"Eder (1995); Eder (2007)";"0";Wave-specific;Base (BQ);CASI;715;676;154;170;"70101013090                   "
Self;Non-cognitive factors;Motivational concepts;Classroom participation;engage3;Try to find right answer to assigned math questions (Classroom participation);"Eder (1995); Eder (2007)";"0";Wave-specific;Base (BQ);CASI;485;205;154;170;"70101013100                   "
Self;Non-cognitive factors;Motivational concepts;Classroom participation;engage4;Do my best to solve assigned math problems (Classroom participation);"Eder (1995); Eder (2007)";"0";Wave-specific;Base (BQ);CASI;220;518;154;170;"70101013110                   "
Self;Non-cognitive factors;Motivational concepts;Classroom participation;engage5;Carefully complete assignments in math class (Classroom participation);"Eder (1995); Eder (2007)";"0";Wave-specific;Base (BQ);CASI;630;628;154;170;"70101013120                   "
Self;Non-cognitive factors;Motivational concepts;Performance-approach goals (SELLMO) [End of lower sec. educ., math-specific];approxgoals_fs;Performance-approach goals (SELLMO);Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;25;475;222;121;"70101013130                   "
Self;Non-cognitive factors;Motivational concepts;Performance-approach goals (SELLMO) [End of lower sec. educ., math-specific];approxgoals1;In math class want better mark than others (Performance-approach goals (SELLMO));Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;643;474;222;121;"70101013140                   "
Self;Non-cognitive factors;Motivational concepts;Performance-approach goals (SELLMO) [End of lower sec. educ., math-specific];approxgoals2;In math class want others think I am smart (Performance-approach goals (SELLMO));Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;302;347;222;121;"70101013150                   "
Self;Non-cognitive factors;Motivational concepts;Performance-approach goals (SELLMO) [End of lower sec. educ., math-specific];approxgoals3;In math class want to show what I know (Performance-approach goals (SELLMO));Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;301;272;222;121;"70101013160                   "
Self;Non-cognitive factors;Motivational concepts;Performance-approach goals (SELLMO) [End of lower sec. educ., math-specific];approxgoals4;In math class not want see I do well exam (Performance-approach goals (SELLMO));Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;303;348;222;121;"70101013170                   "
Self;Non-cognitive factors;Motivational concepts;Learning goal orientation (SELLMO) [End of lower sec. educ., math-specific];learntarget_fs;Learning goal orientation (SELLMO);Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;235;534;28;7;"70101013180                   "
Self;Non-cognitive factors;Motivational concepts;Learning goal orientation (SELLMO) [End of lower sec. educ., math-specific];learntarget1;In math class want learn interesting things (Learning goal orientation (SELLMO));Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;277;286;28;7;"70101013190                   "
Self;Non-cognitive factors;Motivational concepts;Learning goal orientation (SELLMO) [End of lower sec. educ., math-specific];learntarget2;In math class understand complex matter (Learning goal orientation (SELLMO));Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;361;449;28;7;"70101013200                   "
Self;Non-cognitive factors;Motivational concepts;Learning goal orientation (SELLMO) [End of lower sec. educ., math-specific];learntarget3;In math class want learn much as possible (Learning goal orientation (SELLMO));Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;288;359;28;7;"70101013210                   "
Self;Non-cognitive factors;Motivational concepts;Learning goal orientation (SELLMO) [End of lower sec. educ., math-specific];learntarget4;In math class want get deep understanding (Learning goal orientation (SELLMO));Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;147;150;28;7;"70101013220                   "
Self;Non-cognitive factors;Motivational concepts;Work avoidance (SELLMO) [End of lower sec. educ., math-specific];avoidwork_fs;Work avoidance (SELLMO);Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;19;545;27;6;"70101013230                   "
Self;Non-cognitive factors;Motivational concepts;Work avoidance (SELLMO) [End of lower sec. educ., math-specific];avoidwork1;In math class not want to solve hard problems (Work avoidance (SELLMO));Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;9;245;27;6;"70101013240                   "
Self;Non-cognitive factors;Motivational concepts;Work avoidance (SELLMO) [End of lower sec. educ., math-specific];avoidwork2;In math class want work to be easy (Work avoidance (SELLMO));Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;73;186;27;6;"70101013250                   "
Self;Non-cognitive factors;Motivational concepts;Work avoidance (SELLMO) [End of lower sec. educ., math-specific];avoidwork3;In math class want to get through with min. effort (Work avoidance (SELLMO));Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;146;149;27;6;"70101013260                   "
Self;Non-cognitive factors;Motivational concepts;Work avoidance (SELLMO) [End of lower sec. educ., math-specific];avoidwork4;In math class constantly want to minimize effort (Work avoidance (SELLMO));Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;454;656;27;6;"70101013270                   "
Self;Non-cognitive factors;Motivational concepts;Avoidance performance goals (SELLMO) [End of lower sec. educ., math-specific];avoidblame_fs;Avoidance performance goals (SELLMO);Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;52;484;114;22;"70101013280                   "
Self;Non-cognitive factors;Motivational concepts;Avoidance performance goals (SELLMO) [End of lower sec. educ., math-specific];avoidblame1;In math class not want to seem stupid (Avoidance performance goals (SELLMO));Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;14;287;114;22;"70101013290                   "
Self;Non-cognitive factors;Motivational concepts;Avoidance performance goals (SELLMO) [End of lower sec. educ., math-specific];avoidblame2;In math class not want embarras myself (Avoidance performance goals (SELLMO));Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;402;398;114;22;"70101013300                   "
Self;Non-cognitive factors;Motivational concepts;Avoidance performance goals (SELLMO) [End of lower sec. educ., math-specific];avoidblame3;In math class not seem to not understand (Avoidance performance goals (SELLMO));Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;16;349;114;22;"70101013310                   "
Self;Non-cognitive factors;Motivational concepts;Avoidance performance goals (SELLMO) [End of lower sec. educ., math-specific];avoidblame4;In math class want hide that I know less (Avoidance performance goals (SELLMO));Spinath et al. (2002);"0";Wave-specific;Base (BQ);CASI;647;515;114;22;"70101013320                   "
Self;Non-cognitive factors;Self-perception;Global self-esteem;sel_fs;Global self-esteem;"TREE;  Rosenberg (1979)";"0, 1";T0, t1_quer;Complementary (CQ);Web/PP;215;500;120;27;"70102013330                   "
Self;Non-cognitive factors;Self-perception;Positive global self-esteem;sele_fs;Positive global self-esteem;"TREE;  Rosenberg (1979)";"0, 1, 2";Wave-specific;Complementary (CQ);Web/PP;168;587;1182;1183;"70102013340                   "
Self;Non-cognitive factors;Self-perception;Negative global self-esteem;seld_fs;Negative self-esteem;"TREE;  Rosenberg (1979)";"0, 1";T0, t1_quer;Complementary (CQ);Web/PP;174;464;108;19;"70102013350                   "
Self;Non-cognitive factors;Self-perception;Positive global self-esteem;sele1;On the whole, I am satisfied with myself (Positive self-esteem);"TREE;  Rosenberg (1979)";"0, 1, 2";Wave-specific;Complementary (CQ);Web/PP;355;1261;10;49;"70102013360                   "
Self;Non-cognitive factors;Self-perception;Positive global self-esteem;sele2;I feel that I have a number of good qualities (Positive self-esteem);"TREE;  Rosenberg (1979)";"0, 1, 2";Wave-specific;Complementary (CQ);Web/PP;326;115;10;49;"70102013370                   "
Self;Non-cognitive factors;Self-perception;Positive global self-esteem;sele3;I am able to do things as well as most other people (Positive self-esteem);"TREE;  Rosenberg (1979)";"0, 1, 2";Wave-specific;Complementary (CQ);Web/PP;370;454;10;49;"70102013380                   "
Self;Non-cognitive factors;Self-perception;Positive global self-esteem;sele4;I feel I'm a person of worth at least as worthy as others (Positive self-esteem);"TREE;  Rosenberg (1979)";"0, 1, 2";Wave-specific;Complementary (CQ);Web/PP;371;455;10;49;"70102013390                   "
Self;Non-cognitive factors;Self-perception;Negative global self-esteem;seld1;At times I think I am no good at all (Negative self-esteem);"TREE;  Rosenberg (1979)";"0, 1";T0, t1_quer;Complementary (CQ);Web/PP;342;291;108;19;"70102013400                   "
Self;Non-cognitive factors;Self-perception;Negative global self-esteem;seld3;I certainly feel useless at times (Negative self-esteem);"TREE;  Rosenberg (1979)";"0, 1";T0, t1_quer;Complementary (CQ);Web/PP;372;456;108;19;"70102013410                   "
Self;Non-cognitive factors;Self-perception;Negative global self-esteem;seld4;I wish I could have more respect for myself (Negative self-esteem);"TREE;  Rosenberg (1979)";"0";Wave-specific;Base (BQ);CASI/Web/PP;373;158;108;19;"70102013420                   "
Self;Non-cognitive factors;Self-perception;Negative global self-esteem;seld5;All in all I am inclined to feel that I am a failure (Negative self-esteem);"TREE;  Rosenberg (1979)";"0, 1";T0, t1_quer;Complementary (CQ);Web/PP;677;1260;108;19;"70102013430                   "
Self;Non-cognitive factors;Self-perception;General perceived self-efficacy & persistence;persseef_fs;General perceived self-efficacy & persistence;"TREE;  Grob and Maag Merki (2001);  Schwarzer and Jerusalem (1999);  Schwarzer (1999)";"1";Wave-specific;Complementary (CQ);Web/PP;1949;2016;1191;1192;"70102013440                   "
Self;Non-cognitive factors;Self-perception;General perceived self-efficacy scale (GSES);seef_fs;General self-efficacy;"TREE; Jerusalem & Schwarzer (1999); Schwarzer (1999); Schwarzer (2014)";"0, 1, 2";Wave-specific;Complementary (CQ);Web/PP;151;155;1075;1076;"70102013450                   "
Self;Non-cognitive factors;Self-perception;General perceived self-efficacy scale (GSES);seef1;I am always able to solve problems on my own (General self-efficacy);"TREE; Jerusalem & Schwarzer (1999); Schwarzer (1999); Schwarzer (2014)";"0, 1, 2";Wave-specific;Complementary (CQ);Web/PP;580;224;1075;1076;"70102013460                   "
Self;Non-cognitive factors;Self-perception;General perceived self-efficacy scale (GSES);seef2;Whatever happens I'm confident that I will manage (General self-efficacy);"TREE; Jerusalem & Schwarzer (1999); Schwarzer (1999); Schwarzer (2014)";"0, 1, 2";Wave-specific;Complementary (CQ);Web/PP;76;1259;1075;1076;"70102013470                   "
Self;Non-cognitive factors;Self-perception;General perceived self-efficacy scale (GSES);seef3;I face difficulties calmly because I trust my abilities (General self-efficacy);"TREE; Jerusalem & Schwarzer (1999); Schwarzer (1999); Schwarzer (2014)";"0, 1, 2";Wave-specific;Complementary (CQ);Web/PP;325;123;1075;1076;"70102013480                   "
Self;Non-cognitive factors;Self-perception;General perceived self-efficacy scale (GSES);seef4;I can handle whatever problem comes my way (General self-efficacy);"TREE; Jerusalem & Schwarzer (1999); Schwarzer (1999); Schwarzer (2014)";"0, 1, 2";Wave-specific;Complementary (CQ);Web/PP;478;593;1075;1076;"70102013490                   "
Self;Non-cognitive factors;Self-perception;Crafting & technical self-concept;techself_fs;Technical self-concept;Schwanzer et al. (2005);"1";Wave-specific;Complementary (CQ);Web/PP;1950;2017;1006;1006;"70102013500                   "
Self;Non-cognitive factors;Self-perception;Crafting & technical self-concept;techself1;I am manually adept (Technical self-concept);Schwanzer et al. (2005);"1, 2";Wave-specific;Complementary (CQ);Web/PP;1135;1135;1006;1006;"70102013510                   "
Self;Non-cognitive factors;Self-perception;Crafting & technical self-concept;techself2;I have a talent for technical things (Technical self-concept);Schwanzer et al. (2005);"1, 2";Wave-specific;Complementary (CQ);Web/PP;1138;1138;1006;1006;"70102013520                   "
Self;Non-cognitive factors;Self-perception;Crafting & technical self-concept;techself4;I lack an understanding of technical things (Technical self-concept);Schwanzer et al. (2005);"1, 2";Wave-specific;Complementary (CQ);Web/PP;1144;1144;1006;1006;"70102013530                   "
Self;Non-cognitive factors;Self-perception;Mathematical self-concept;matself_fs;Math self-concept;Schwanzer et al. (2005);"1";Wave-specific;Complementary (CQ);Web/PP;1951;2018;1005;1005;"70102013540                   "
Self;Non-cognitive factors;Self-perception;Mathematical self-concept;matself1;I am good at maths (Math self-concept);Schwanzer et al. (2005);"1, 2";Wave-specific;Complementary (CQ);Web/PP;1136;1136;1005;1005;"70102013550                   "
Self;Non-cognitive factors;Self-perception;Mathematical self-concept;matself2;Difficulties comprehending anything that requires maths (Math self-concept);Schwanzer et al. (2005);"1, 2";Wave-specific;Complementary (CQ);Web/PP;1140;1140;1005;1005;"70102013560                   "
Self;Non-cognitive factors;Self-perception;Mathematical self-concept;matself4;I am never good at tasks that require mathematical thinking (Math self-concept);Schwanzer et al. (2005);"1, 2";Wave-specific;Complementary (CQ);Web/PP;1146;1146;1005;1005;"70102013570                   "
Self;Non-cognitive factors;Self-perception;Verbal self-concept;langself_fs;Verbal self-concept;Schwanzer et al. (2005);"1";Wave-specific;Complementary (CQ);Web/PP;1952;2019;1004;1004;"70102013580                   "
Self;Non-cognitive factors;Self-perception;Verbal self-concept;langself1;I am bad at expressing myself well in writing (Verbal self-concept);Schwanzer et al. (2005);"1, 2";Wave-specific;Complementary (CQ);Web/PP;1137;1137;1004;1004;"70102013590                   "
Self;Non-cognitive factors;Self-perception;Verbal self-concept;langself2;I am bad at tasks that require language skills (Verbal self-concept);Schwanzer et al. (2005);"1, 2";Wave-specific;Complementary (CQ);Web/PP;1141;1141;1004;1004;"70102013600                   "
Self;Non-cognitive factors;Self-perception;Verbal self-concept;langself3;I am good at expressing myself verbally (Verbal self-concept);Schwanzer et al. (2005);"1, 2";Wave-specific;Complementary (CQ);Web/PP;1143;1143;1004;1004;"70102013610                   "
Self;Non-cognitive factors;Self-perception;Artistic self-concept;artself_fs;Artistic self-concept;Schwanzer et al. (2005);"1";Wave-specific;Complementary (CQ);Web/PP;1953;2020;1002;1002;"70102013620                   "
Self;Non-cognitive factors;Self-perception;Artistic self-concept;artself2;I have great artistic or musical talent (Artistic self-concept);Schwanzer et al. (2005);"1";Wave-specific;Complementary (CQ);Web/PP;1139;1139;1002;1002;"70102013630                   "
Self;Non-cognitive factors;Self-perception;Artistic self-concept;artself3;I am very good at expressing myself in art or music (Artistic self-concept);Schwanzer et al. (2005);"1";Wave-specific;Complementary (CQ);Web/PP;1142;1142;1002;1002;"70102013640                   "
Self;Non-cognitive factors;Self-perception;Artistic self-concept;artself4;Easy for me to understand what art wants to express (Artistic self-concept);Schwanzer et al. (2005);"1";Wave-specific;Complementary (CQ);Web/PP;1145;1145;1002;1002;"70102013650                   "
Self;Non-cognitive factors;Self-perception;Cognitive self-concept                                                ;intelself_fs;Cognitive self-concept;Schwanzer et al. (2005);"1";Wave-specific;Complementary (CQ);Web/PP;1954;2021;1003;1003;"70102013660                   "
Self;Non-cognitive factors;Self-perception;Cognitive self-concept                                                ;intelself2;I wish I was as intelligent as the others (Cognitive self-concept);Schwanzer et al. (2005);"1";Wave-specific;Complementary (CQ);Web/PP;1248;1264;1003;1003;"70102013670                   "
Self;Non-cognitive factors;Self-perception;Cognitive self-concept                                                ;intelself3;I often think that I am not as clever as the others (Cognitive self-concept);Schwanzer et al. (2005);"1";Wave-specific;Complementary (CQ);Web/PP;1249;1265;1003;1003;"70102013680                   "
Self;Non-cognitive factors;Self-perception;Cognitive self-concept                                                ;intelself4;I do not have much talent in comparison with the others (Cognitive self-concept);Schwanzer et al. (2005);"1";Wave-specific;Complementary (CQ);Web/PP;1250;1266;1003;1003;"70102013690                   "
Self;Non-cognitive factors;Self-perception;Academic self-efficacy;acaself_fs;Academic self-efficacy;Hascher (2004);"0";Wave-specific;Base (BQ);CASI;193;471;95;160;"70102013700                   "
Self;Non-cognitive factors;Self-perception;Academic self-efficacy;acaself1;Able to do things just as well as classmates (Academic self-efficacy);Hascher (2004);"0";Wave-specific;Base (BQ);CASI;505;212;95;160;"70102013701                   "
Self;Non-cognitive factors;Self-perception;Academic self-efficacy;acaself2;Can overcome difficulties with study material (Academic self-efficacy);Hascher (2004);"0";Wave-specific;Base (BQ);CASI;31;435;95;160;"70102013710                   "
Self;Non-cognitive factors;Self-perception;Academic self-efficacy;acaself3;No problems meeting demands of school (Academic self-efficacy);Hascher (2004);"0";Wave-specific;Base (BQ);CASI;32;436;95;160;"70102013720                   "
Self;Non-cognitive factors;Self-perception;Academic self-concept;scacad_fs;Academic self-concept;"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;194;214;104;18;"70102013730                   "
Self;Non-cognitive factors;Self-perception;Academic self-concept;scacad1;Learn things quickly (Academic self-concept);"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;116;352;104;18;"70102013740                   "
Self;Non-cognitive factors;Self-perception;Academic self-concept;scacad2;Good in most subjects (Academic self-concept);"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;463;171;104;18;"70102013750                   "
Self;Non-cognitive factors;Self-perception;Academic self-concept;scacad3;Do well in test for most subjects (Academic self-concept);"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;464;172;104;18;"70102013760                   "
Self;Non-cognitive factors;Self-perception;Verbal self-concept [PISA2000 - End of lower sec. educ.];scverb_fs;Verbal self-concept [PISA2000 - End of lower sec. educ.];"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;127;641;1166;1167;"70102013770                   "
Self;Non-cognitive factors;Self-perception;Verbal self-concept;scverb1;Hopeless in test language (Verbal self-concept);"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;465;463;218;76;"70102013780                   "
Self;Non-cognitive factors;Self-perception;Verbal self-concept;scverb2;Learn test language quickly (Verbal self-concept);"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;473;184;218;76;"70102013790                   "
Self;Non-cognitive factors;Self-perception;Verbal self-concept;scverb3;Get good marks in test language (Verbal self-concept);"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;74;181;218;76;"70102013800                   "
Self;Non-cognitive factors;Self-perception;ICT self-concept [End of lower sec. educ.];ictabil_fs;ICT self-concept;"ICILS 2013; Fraillon et al. (2014); Jung and Carstens (2015)";"0";Wave-specific;Base (BQ);CASI;547;110;152;168;"70102013810                   "
Self;Non-cognitive factors;Self-perception;ICT self-concept [End of lower sec. educ.];ictmot6;I have always been good at working with computers (ICT self-concept);"ICILS 2013; Fraillon et al. (2014); Jung and Carstens (2015)";"0";Wave-specific;Base (BQ);CASI;664;633;152;168;"70102013820                   "
Self;Non-cognitive factors;Self-perception;ICT self-concept [End of lower sec. educ.];ictmot7;I know more about computers than most people of my age (ICT self-concept);"ICILS 2013; Fraillon et al. (2014); Jung and Carstens (2015)";"0";Wave-specific;Base (BQ);CASI;589;252;152;168;"70102013830                   "
Self;Non-cognitive factors;Self-perception;ICT self-concept [End of lower sec. educ.];ictmot8;Able to give advice when others have problems with computers (ICT self-concept);"ICILS 2013; Fraillon et al. (2014); Jung and Carstens (2015)";"0";Wave-specific;Base (BQ);CASI;590;472;152;168;"70102013840                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: numeracy;selfeffa_fs;Specific self-efficacy: numeracy;"PISA 2012; Girnat (2018); Girnat (2017)";"0";Wave-specific;Base (BQ);CASI;58;383;79;107;"70102013850                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: numeracy;selfeff02;Confidence calculating square metres (Specific self-efficacy: numeracy);"PISA 2012; Girnat (2018); Girnat (2017)";"0";Wave-specific;Base (BQ);CASI;721;675;79;107;"70102013860                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: numeracy;selfeff03;Confidence calculate petrol consumption car (Specific self-efficacy: numeracy);"PISA 2012; Girnat (2018); Girnat (2017)";"0";Wave-specific;Base (BQ);CASI;381;503;79;107;"70102013870                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: numeracy;selfeff04;Confidence find distance between places (Specific self-efficacy: numeracy);"PISA 2012; Girnat (2018); Girnat (2017)";"0";Wave-specific;Base (BQ);CASI;376;175;79;107;"70102013880                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: algebra;selfeffb_fs;Specific self-efficacy: algebra;"PISA 2012; Mang et al. (2018); Girnat (2018)";"0";Wave-specific;Base (BQ);CASI;59;384;155;171;"70102013890                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: algebra;selfeff01;Confidence calculating a 30 percent discount (Specific self-efficacy: algebra);"PISA 2012; Mang et al. (2018); Girnat (2018)";"0";Wave-specific;Base (BQ);CASI;633;626;155;171;"70102013900                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: algebra;selfeff05;Confidence solving an equation like 3x+5= 17 (Specific self-efficacy: algebra);"PISA 2012; Mang et al. (2018); Girnat (2018)";"0";Wave-specific;Base (BQ);CASI;712;333;155;171;"70102013910                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: algebra;selfeff06;Confidence solve equation 2(x+3)=(x+3)(x-3) (Specific self-efficacy: algebra);"PISA 2012; Mang et al. (2018); Girnat (2018)";"0";Wave-specific;Base (BQ);CASI;184;219;155;171;"70102013920                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: algebra;selfeff07;Confidence simplifying expression 2a(5a-3b)^2 (Specific self-efficacy: algebra);"PISA 2012; Mang et al. (2018); Girnat (2018)";"0";Wave-specific;Base (BQ);CASI;628;311;155;171;"70102013930                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: algebra;selfeff08;Confidence solving equation like 2x-3=4x+5 (Specific self-efficacy: algebra);"PISA 2012; Mang et al. (2018); Girnat (2018)";"0";Wave-specific;Base (BQ);CASI;719;674;155;171;"70102013940                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: geometry;selfeffc_fs;Specific self-efficacy: geometry;Girnat (2018);"0";Wave-specific;Base (BQ);CASI;60;65;210;70;"70102013950                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: geometry;selfeff09;Confidence applying the Pythagorean theorem (Specific self-efficacy: geometry);Girnat (2018);"0";Wave-specific;Base (BQ);CASI;716;306;210;70;"70102013960                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: geometry;selfeff10;Confidence construct perpendicular bisector (Specific self-efficacy: geometry);Girnat (2018);"0";Wave-specific;Base (BQ);CASI;722;334;210;70;"70102013970                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: geometry;selfeff11;Confidence calculate area of a parallelogram (Specific self-efficacy: geometry);Girnat (2018);"0";Wave-specific;Base (BQ);CASI;623;625;210;70;"70102013980                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: geometry;selfeff12;Confidence constructing centroid of triangle (Specific self-efficacy: geometry);Girnat (2018);"0";Wave-specific;Base (BQ);CASI;429;577;210;70;"70102013990                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: probability;selfeffd_fs;Specific self-efficacy: probability;Girnat (2018);"0";Wave-specific;Base (BQ);CASI;61;88;226;123;"70102014000                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: probability;selfeff13;Confidence probability throw six twice (Specific self-efficacy: probability);Girnat (2018);"0";Wave-specific;Base (BQ);CASI;697;671;226;123;"70102014010                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: probability;selfeff14;Confidence probability win lottery (Specific self-efficacy: probability);Girnat (2018);"0";Wave-specific;Base (BQ);CASI;629;312;226;123;"70102014020                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: probability;selfeff15;Confidence probability sweets same colour (Specific self-efficacy: probability);Girnat (2018);"0";Wave-specific;Base (BQ);CASI;586;237;226;123;"70102014030                   "
Self;Non-cognitive factors;Self-perception;Specific self-efficacy: probability;selfeff16;Confidence probability pupil same birthday (Specific self-efficacy: probability);Girnat (2018);"0";Wave-specific;Base (BQ);CASI;627;310;226;123;"70102014040                   "
